Year,Diseases Name,State,Deaths,Age-adjusted Death Rate
2011,Diabetes,Nagaland,770,19.9
2010,Diabetes,Nagaland,733,19.3
2009,Diabetes,Nagaland,702,18.7
2008,Diabetes,Nagaland,764,20.3
2007,Diabetes,Nagaland,767,20.6
2006,Diabetes,Nagaland,804,22
2005,Diabetes,Nagaland,727,20.1
2004,Diabetes,Nagaland,700,19.5
2003,Diabetes,Nagaland,727,20.2
2002,Diabetes,Nagaland,734,20.8
2001,Diabetes,Nagaland,709,20.1
2000,Diabetes,Nagaland,630,18.1
1999,Diabetes,Nagaland,684,19.7
2016,Diabetes,Rajasthan,727,21.2
2015,Diabetes,Rajasthan,684,20.2
2014,Diabetes,Rajasthan,643,19.2
2013,Diabetes,Rajasthan,654,19.8
2012,Diabetes,Rajasthan,639,19.6
2011,Diabetes,Rajasthan,711,22.1
2010,Diabetes,Rajasthan,655,20.6
2009,Diabetes,Rajasthan,635,20.3
2008,Diabetes,Rajasthan,706,22.7
2007,Diabetes,Rajasthan,702,22.8
2006,Diabetes,Rajasthan,749,24.8
2005,Diabetes,Rajasthan,710,23.8
2004,Diabetes,Rajasthan,690,23.5
2003,Diabetes,Rajasthan,676,23.2
2002,Diabetes,Rajasthan,765,26.4
2001,Diabetes,Rajasthan,721,25.2
2000,Diabetes,Rajasthan,668,23.5
1999,Diabetes,Rajasthan,650,23
2016,Diabetes,Sikkim,1479,28.4
2015,Diabetes,Sikkim,1458,28.2
2014,Diabetes,Sikkim,1175,23.4
2013,Diabetes,Sikkim,1187,24.1
2012,Diabetes,Sikkim,1256,25.9
2011,Diabetes,Sikkim,1268,26.5
2010,Diabetes,Sikkim,1212,26
2009,Diabetes,Sikkim,1348,29.3
2008,Diabetes,Sikkim,1214,26.7
2007,Diabetes,Sikkim,1091,24.4
2006,Diabetes,Sikkim,1141,26.2
2005,Diabetes,Sikkim,1187,27.8
2004,Diabetes,Sikkim,1195,28.6
2003,Diabetes,Sikkim,1296,31.6
2002,Diabetes,Sikkim,1265,31.1
2001,Diabetes,Sikkim,1099,27.3
2000,Diabetes,Sikkim,1107,27.9
1999,Diabetes,Sikkim,1133,28.8
2016,Diabetes,Tamil Nadu,1324,25.5
2015,Diabetes,Tamil Nadu,1199,23.5
2014,Diabetes,Tamil Nadu,1238,24.8
2013,Diabetes,Tamil Nadu,1329,26.9
2012,Diabetes,Tamil Nadu,1290,26.9
2011,Diabetes,Tamil Nadu,1265,27.1
2010,Diabetes,Tamil Nadu,1205,26.4
2009,Diabetes,Tamil Nadu,1249,27.8
2008,Diabetes,Tamil Nadu,1332,30.3
2007,Diabetes,Tamil Nadu,1437,33.5
2006,Diabetes,Tamil Nadu,1536,36.3
2005,Diabetes,Tamil Nadu,1695,38.7
2004,Diabetes,Tamil Nadu,1717,39.9
2003,Diabetes,Tamil Nadu,1740,40.9
2002,Diabetes,Tamil Nadu,1774,42.3
2001,Diabetes,Tamil Nadu,1734,41.9
2000,Diabetes,Tamil Nadu,1694,41.4
1999,Diabetes,Tamil Nadu,1687,41.8
2016,Diabetes,Uttar Pradesh,463,23.9
2015,Diabetes,Uttar Pradesh,407,21.9
2014,Diabetes,Uttar Pradesh,414,22.4
2013,Diabetes,Uttar Pradesh,373,20.4
2012,Diabetes,Uttar Pradesh,380,21.3
2011,Diabetes,Uttar Pradesh,353,20
2010,Diabetes,Uttar Pradesh,376,21.8
2009,Diabetes,Uttar Pradesh,350,20.7
2008,Diabetes,Uttar Pradesh,344,20.8
2007,Diabetes,Uttar Pradesh,355,21.8
2006,Diabetes,Uttar Pradesh,343,21.4
2005,Diabetes,Uttar Pradesh,385,24.7
2004,Diabetes,Uttar Pradesh,382,24.7
2003,Diabetes,Uttar Pradesh,398,26.2
2002,Diabetes,Uttar Pradesh,404,27.1
2001,Diabetes,Uttar Pradesh,398,27.1
2000,Diabetes,Uttar Pradesh,357,24.8
1999,Diabetes,Uttar Pradesh,348,24.5
2016,Diabetes,Delhi,1358,19.6
2015,Diabetes,Delhi,1243,18.3
2014,Diabetes,Delhi,1305,19.8
2013,Diabetes,Delhi,1249,19.1
2012,Diabetes,Delhi,1218,19.2
2011,Diabetes,Delhi,1297,21.2
2010,Diabetes,Delhi,1191,19.9
2009,Diabetes,Delhi,1207,20.6
2008,Diabetes,Delhi,1239,21.6
2007,Diabetes,Delhi,1301,23.4
2006,Diabetes,Delhi,1237,22.5
2005,Diabetes,Delhi,1388,26
2004,Diabetes,Delhi,1417,26.9
2003,Diabetes,Delhi,1454,28.2
2002,Diabetes,Delhi,1519,30.1
2001,Diabetes,Delhi,1458,29.4
2000,Diabetes,Delhi,1515,31.3
1999,Diabetes,Delhi,1422,29.8
2016,Diabetes,Maharashtra,1268,14.9
2015,Diabetes,Maharashtra,1398,16.7
2014,Diabetes,Maharashtra,1202,14.5
2013,Diabetes,Maharashtra,1142,14.1
2012,Diabetes,Maharashtra,1099,13.6
2011,Diabetes,Maharashtra,1140,14.6
2010,Diabetes,Maharashtra,1028,13.3
2009,Diabetes,Maharashtra,1007,13.3
2008,Diabetes,Maharashtra,1079,14.5
2007,Diabetes,Maharashtra,1222,16.6
2006,Diabetes,Maharashtra,1132,15.5
2005,Diabetes,Maharashtra,1271,17.7
2004,Diabetes,Maharashtra,1329,18.7
2003,Diabetes,Maharashtra,1424,20.2
2002,Diabetes,Maharashtra,1423,20.4
2001,Diabetes,Maharashtra,1422,20.5
2000,Diabetes,Maharashtra,1361,19.8
1999,Diabetes,Maharashtra,1354,19.9
2016,Diabetes,West Bengal,2672,21.5
2015,Diabetes,West Bengal,2751,22.5
2014,Diabetes,West Bengal,2844,23.7
2013,Diabetes,West Bengal,2825,23.8
2012,Diabetes,West Bengal,2685,23
2011,Diabetes,West Bengal,2811,24.6
2010,Diabetes,West Bengal,2697,24
2009,Diabetes,West Bengal,2705,24.4
2008,Diabetes,West Bengal,2752,25.2
2007,Diabetes,West Bengal,2826,26.3
2006,Diabetes,West Bengal,2830,26.8
2005,Diabetes,West Bengal,2842,27.3
2004,Diabetes,West Bengal,2953,28.9
2003,Diabetes,West Bengal,2640,26.2
2002,Diabetes,West Bengal,2785,28
2001,Diabetes,West Bengal,2655,27.1
2000,Diabetes,West Bengal,2603,27
1999,Diabetes,West Bengal,2587,27.1
2016,Diabetes,Chandigarh,2811,23.5
2015,Diabetes,Chandigarh,2746,23.6
2014,Diabetes,Chandigarh,2687,23.7
2013,Diabetes,Chandigarh,2402,21.8
2012,Diabetes,Chandigarh,2409,22.6
2011,Diabetes,Chandigarh,2278,22.1
2010,Diabetes,Chandigarh,2042,20.5
2009,Diabetes,Chandigarh,2114,21.5
2008,Diabetes,Chandigarh,2170,22.7
2007,Diabetes,Chandigarh,2156,23.3
2006,Diabetes,Chandigarh,2234,24.9
2005,Diabetes,Chandigarh,2261,26.2
2004,Diabetes,Chandigarh,2253,26.9
2003,Diabetes,Chandigarh,2388,29.1
2002,Diabetes,Chandigarh,2205,27.6
2001,Diabetes,Chandigarh,2181,27.9
2000,Diabetes,Chandigarh,2084,27.3
1999,Diabetes,Chandigarh,2050,27
2016,Diabetes,Lakshadweep,3568,24.6
2015,Diabetes,Lakshadweep,3645,25.3
2014,Diabetes,Lakshadweep,3641,25.7
2013,Diabetes,Lakshadweep,3563,25.4
2012,Diabetes,Lakshadweep,3618,26.1
2011,Diabetes,Lakshadweep,3668,26.8
2010,Diabetes,Lakshadweep,3470,25.8
2009,Diabetes,Lakshadweep,3401,25.7
2008,Diabetes,Lakshadweep,3565,27.2
2007,Diabetes,Lakshadweep,3722,29
2006,Diabetes,Lakshadweep,3761,29.6
2005,Diabetes,Lakshadweep,3794,30.5
2004,Diabetes,Lakshadweep,3615,29.3
2003,Diabetes,Lakshadweep,3731,30.6
2002,Diabetes,Lakshadweep,3846,32
2001,Diabetes,Lakshadweep,3750,31.5
2000,Diabetes,Lakshadweep,3691,31.4
1999,Diabetes,Lakshadweep,3675,31.4
2016,Diabetes,Goa,1393,30.8
2015,Diabetes,Goa,1442,32.4
2014,Diabetes,Goa,1261,29.1
2013,Diabetes,Goa,1269,29.9
2012,Diabetes,Goa,1201,28.4
2011,Diabetes,Goa,1221,29.7
2010,Diabetes,Goa,1089,26.9
2009,Diabetes,Goa,1146,28.7
2008,Diabetes,Goa,1103,28.3
2007,Diabetes,Goa,1148,29.8
2006,Diabetes,Goa,1166,30.6
2005,Diabetes,Goa,1217,32.6
2004,Diabetes,Goa,1139,30.9
2003,Diabetes,Goa,1104,30.4
2002,Diabetes,Goa,1064,29.5
2001,Diabetes,Goa,1065,29.7
2000,Diabetes,Goa,978,27.5
1999,Diabetes,Goa,986,27.9
2016,Heart disease,Andhra Pradesh,12832,222.5
2015,Heart disease,Andhra Pradesh,12981,229.7
2014,Heart disease,Andhra Pradesh,12461,224
2013,Heart disease,Andhra Pradesh,12472,228.4
2012,Heart disease,Andhra Pradesh,12036,225.1
2011,Heart disease,Andhra Pradesh,11942,228.7
2010,Heart disease,Andhra Pradesh,12083,236
2009,Heart disease,Andhra Pradesh,12021,238
2008,Heart disease,Andhra Pradesh,12074,243.3
2007,Heart disease,Andhra Pradesh,11926,245
2006,Heart disease,Andhra Pradesh,12583,263
2005,Heart disease,Andhra Pradesh,12869,274.5
2004,Heart disease,Andhra Pradesh,12774,278.1
2003,Heart disease,Andhra Pradesh,13150,288.5
2002,Heart disease,Andhra Pradesh,13197,291.3
2001,Heart disease,Andhra Pradesh,13207,292.7
2000,Heart disease,Andhra Pradesh,13406,299.5
1999,Heart disease,Andhra Pradesh,13419,303
2016,Heart disease,Arunachal Pradesh,831,141
2015,Heart disease,Arunachal Pradesh,846,154.1
2014,Heart disease,Arunachal Pradesh,782,146.6
2013,Heart disease,Arunachal Pradesh,706,135
2012,Heart disease,Arunachal Pradesh,708,136.5
2011,Heart disease,Arunachal Pradesh,739,149.6
2010,Heart disease,Arunachal Pradesh,707,151.5
2009,Heart disease,Arunachal Pradesh,714,158.9
2008,Heart disease,Arunachal Pradesh,634,150.1
2007,Heart disease,Arunachal Pradesh,613,154.2
2006,Heart disease,Arunachal Pradesh,645,170.6
2005,Heart disease,Arunachal Pradesh,627,166.1
2004,Heart disease,Arunachal Pradesh,589,160.1
2003,Heart disease,Arunachal Pradesh,626,185.5
2002,Heart disease,Arunachal Pradesh,567,169.3
2001,Heart disease,Arunachal Pradesh,603,189.1
2000,Heart disease,Arunachal Pradesh,607,211.7
1999,Heart disease,Arunachal Pradesh,563,198
2016,Heart disease,Pondicherry,11957,138.9
2015,Heart disease,Pondicherry,11458,138.8
2014,Heart disease,Pondicherry,10805,136.4
2013,Heart disease,Pondicherry,10755,141.1
2012,Heart disease,Pondicherry,10689,145.5
2011,Heart disease,Pondicherry,10662,150.3
2010,Heart disease,Pondicherry,9954,146.7
2009,Heart disease,Pondicherry,10273,155.7
2008,Heart disease,Pondicherry,10385,162.3
2007,Heart disease,Pondicherry,10302,166
2006,Heart disease,Pondicherry,10607,176.5
2005,Heart disease,Pondicherry,10966,189.8
2004,Heart disease,Pondicherry,10539,190
2003,Heart disease,Pondicherry,10887,202.2
2002,Heart disease,Pondicherry,10852,207.9
2001,Heart disease,Pondicherry,10588,207.3
2000,Heart disease,Pondicherry,10584,214
1999,Heart disease,Pondicherry,10800,223.1
2016,Heart disease,Jharkhand,8090,223.7
2015,Heart disease,Jharkhand,7938,223.2
2014,Heart disease,Jharkhand,7581,217.5
2013,Heart disease,Jharkhand,7377,214.1
2012,Heart disease,Jharkhand,7407,218.6
2011,Heart disease,Jharkhand,7168,213.8
2010,Heart disease,Jharkhand,7274,222.5
2009,Heart disease,Jharkhand,7295,226.1
2008,Heart disease,Jharkhand,7516,236.1
2007,Heart disease,Jharkhand,7214,230.1
2006,Heart disease,Jharkhand,7431,240.5
2005,Heart disease,Jharkhand,7575,250.3
2004,Heart disease,Jharkhand,7534,252.1
2003,Heart disease,Jharkhand,7786,262.5
2002,Heart disease,Jharkhand,8330,282.8
2001,Heart disease,Jharkhand,8263,281.8
2000,Heart disease,Jharkhand,8278,283.8
1999,Heart disease,Jharkhand,8315,287.8
2016,Heart disease,Karnataka,61573,143.1
2015,Heart disease,Karnataka,61289,145.6
2014,Heart disease,Karnataka,58189,142.2
2013,Heart disease,Karnataka,60299,151.8
2012,Heart disease,Karnataka,59371,153.3
2011,Heart disease,Karnataka,59772,159
2010,Heart disease,Karnataka,58641,161.9
2009,Heart disease,Karnataka,59206,166.9
2008,Heart disease,Karnataka,60709,176.2
2007,Heart disease,Karnataka,61690,183.9
2006,Heart disease,Karnataka,64871,198.8
2005,Heart disease,Karnataka,64916,203
2004,Heart disease,Karnataka,64999,209
2003,Heart disease,Karnataka,68864,225.1
2002,Heart disease,Karnataka,68797,230.4
2001,Heart disease,Karnataka,68234,233.6
2000,Heart disease,Karnataka,68426,239.9
1999,Heart disease,Karnataka,71930,257.3
2016,Heart disease,Punjab,7277,129.8
2015,Heart disease,Punjab,7009,128.4
2014,Heart disease,Punjab,6900,130.3
2013,Heart disease,Punjab,6456,125.7
2012,Heart disease,Punjab,6311,127.3
2011,Heart disease,Punjab,6177,129.8
2010,Heart disease,Punjab,6038,132.8
2009,Heart disease,Punjab,6093,136.5
2008,Heart disease,Punjab,6118,142.5
2007,Heart disease,Punjab,6106,147
2006,Heart disease,Punjab,6124,152.7
2005,Heart disease,Punjab,6307,164.8
2004,Heart disease,Punjab,6079,163.6
2003,Heart disease,Punjab,6499,180.3
2002,Heart disease,Punjab,6425,182.7
2001,Heart disease,Punjab,6293,183.3
2000,Heart disease,Punjab,6184,185.3
1999,Heart disease,Punjab,6420,196.3
2016,Heart disease,Assam,7051,144.3
2015,Heart disease,Assam,7205,147.8
2014,Heart disease,Assam,7018,145.6
2013,Heart disease,Assam,7090,148.9
2012,Heart disease,Assam,7282,155.3
2011,Heart disease,Assam,7206,155.2
2010,Heart disease,Assam,7127,155.7
2009,Heart disease,Assam,7105,157.7
2008,Heart disease,Assam,7355,165.6
2007,Heart disease,Assam,7289,167.4
2006,Heart disease,Assam,7490,174.7
2005,Heart disease,Assam,7650,180.7
2004,Heart disease,Assam,7868,189.5
2003,Heart disease,Assam,8389,204.1
2002,Heart disease,Assam,8815,219.3
2001,Heart disease,Assam,8582,218
2000,Heart disease,Assam,8993,232.7
1999,Heart disease,Assam,9127,238.8
2016,Heart disease,Bihar,1974,163.2
2015,Heart disease,Bihar,1940,165.2
2014,Heart disease,Bihar,1921,168.7
2013,Heart disease,Bihar,1861,168
2012,Heart disease,Bihar,1790,168.8
2011,Heart disease,Bihar,1809,175.2
2010,Heart disease,Bihar,1776,175.7
2009,Heart disease,Bihar,1796,182.3
2008,Heart disease,Bihar,1777,184.3
2007,Heart disease,Bihar,1914,205.1
2006,Heart disease,Bihar,1866,206
2005,Heart disease,Bihar,2031,232.3
2004,Heart disease,Bihar,2015,238.1
2003,Heart disease,Bihar,2027,247.2
2002,Heart disease,Bihar,1918,239.9
2001,Heart disease,Bihar,2033,261.2
2000,Heart disease,Bihar,1983,262.5
1999,Heart disease,Bihar,2011,269.2
2016,Heart disease,Haryana,1375,211.7
2015,Heart disease,Haryana,1217,187.6
2014,Heart disease,Haryana,1324,207.8
2013,Heart disease,Haryana,1340,213.5
2012,Heart disease,Haryana,1298,213
2011,Heart disease,Haryana,1171,194.4
2010,Heart disease,Haryana,1306,222.4
2009,Heart disease,Haryana,1288,224.1
2008,Heart disease,Haryana,1389,244.3
2007,Heart disease,Haryana,1434,253.6
2006,Heart disease,Haryana,1566,280.9
2005,Heart disease,Haryana,1518,270.3
2004,Heart disease,Haryana,1544,276.4
2003,Heart disease,Haryana,1630,291.9
2002,Heart disease,Haryana,1666,296.6
2001,Heart disease,Haryana,1761,312.8
2000,Heart disease,Haryana,1756,310.6
1999,Heart disease,Haryana,1652,296.2
2016,Heart disease,Jammmu and Kashmir,45659,146.2
2015,Heart disease,Jammmu and Kashmir,45441,149.8
2014,Heart disease,Jammmu and Kashmir,44511,151.3
2013,Heart disease,Jammmu and Kashmir,42656,149.8
2012,Heart disease,Jammmu and Kashmir,42125,153
2011,Heart disease,Jammmu and Kashmir,40919,153.1
2010,Heart disease,Jammmu and Kashmir,41737,162.3
2009,Heart disease,Jammmu and Kashmir,41274,163.8
2008,Heart disease,Jammmu and Kashmir,42067,170.8
2007,Heart disease,Jammmu and Kashmir,42254,175.8
2006,Heart disease,Jammmu and Kashmir,44305,187.9
2005,Heart disease,Jammmu and Kashmir,46279,200
2004,Heart disease,Jammmu and Kashmir,47160,208.7
2003,Heart disease,Jammmu and Kashmir,48141,217.3
2002,Heart disease,Jammmu and Kashmir,49235,226.1
2001,Heart disease,Jammmu and Kashmir,50629,236
2000,Heart disease,Jammmu and Kashmir,50336,238.6
1999,Heart disease,Jammmu and Kashmir,51434,247.7
2016,Heart disease,Gujrat,18143,179
2015,Heart disease,Gujrat,17769,180.2
2014,Heart disease,Gujrat,17107,179.7
2013,Heart disease,Gujrat,16550,178.7
2012,Heart disease,Gujrat,15825,177.6
2011,Heart disease,Gujrat,15773,182.5
2010,Heart disease,Gujrat,15987,192.6
2009,Heart disease,Gujrat,16165,198.5
2008,Heart disease,Gujrat,15721,199.1
2007,Heart disease,Gujrat,16184,212
2006,Heart disease,Gujrat,16478,222.2
2005,Heart disease,Gujrat,16781,236
2004,Heart disease,Gujrat,16557,240.3
2003,Heart disease,Gujrat,17188,255.2
2002,Heart disease,Gujrat,17529,265.8
2001,Heart disease,Gujrat,17478,271.4
2000,Heart disease,Gujrat,17406,276
1999,Heart disease,Gujrat,17597,282.8
2016,Heart disease,Odisha,2488,127
2015,Heart disease,Odisha,2605,135.6
2014,Heart disease,Odisha,2528,136.7
2013,Heart disease,Odisha,2521,139
2012,Heart disease,Odisha,2430,135.2
2011,Heart disease,Odisha,2312,132.9
2010,Heart disease,Odisha,2239,134.7
2009,Heart disease,Odisha,2363,146.6
2008,Heart disease,Odisha,2313,147.7
2007,Heart disease,Odisha,2227,146.7
2006,Heart disease,Odisha,2244,151.4
2005,Heart disease,Odisha,2319,160.9
2004,Heart disease,Odisha,2457,176.6
2003,Heart disease,Odisha,2461,182.2
2002,Heart disease,Odisha,2512,191.8
2001,Heart disease,Odisha,2310,181.7
2000,Heart disease,Odisha,2390,195
1999,Heart disease,Odisha,2410,201.7
2016,Heart disease,Kerala,2969,160
2015,Heart disease,Kerala,2825,156.4
2014,Heart disease,Kerala,2676,152.8
2013,Heart disease,Kerala,2495,145.4
2012,Heart disease,Kerala,2515,150.9
2011,Heart disease,Kerala,2522,155.9
2010,Heart disease,Kerala,2495,159.3
2009,Heart disease,Kerala,2398,155.7
2008,Heart disease,Kerala,2330,157.1
2007,Heart disease,Kerala,2433,167.9
2006,Heart disease,Kerala,2399,171.3
2005,Heart disease,Kerala,2450,182.6
2004,Heart disease,Kerala,2450,188.6
2003,Heart disease,Kerala,2566,202.1
2002,Heart disease,Kerala,2532,205.2
2001,Heart disease,Kerala,2489,207
2000,Heart disease,Kerala,2519,215.2
1999,Heart disease,Kerala,2532,220.5
2016,Heart disease,Madhya Pradesh,25013,165.7
2015,Heart disease,Madhya Pradesh,25652,171.5
2014,Heart disease,Madhya Pradesh,25024,169.7
2013,Heart disease,Madhya Pradesh,24839,170.9
2012,Heart disease,Madhya Pradesh,24667,172.7
2011,Heart disease,Madhya Pradesh,24987,178.1
2010,Heart disease,Madhya Pradesh,24959,181.7
2009,Heart disease,Madhya Pradesh,24931,184
2008,Heart disease,Madhya Pradesh,26078,195.1
2007,Heart disease,Madhya Pradesh,25813,196
2006,Heart disease,Madhya Pradesh,27007,208.5
2005,Heart disease,Madhya Pradesh,28226,220.7
2004,Heart disease,Madhya Pradesh,28284,224.3
2003,Heart disease,Madhya Pradesh,29816,239.2
2002,Heart disease,Madhya Pradesh,30821,250.2
2001,Heart disease,Madhya Pradesh,30990,253.8
2000,Heart disease,Madhya Pradesh,31844,263.7
1999,Heart disease,Madhya Pradesh,33387,279.1
2016,Heart disease,Manipur,13952,180.6
2015,Heart disease,Manipur,13948,182.3
2014,Heart disease,Manipur,13764,182.7
2013,Heart disease,Manipur,13773,186.2
2012,Heart disease,Manipur,13675,188.4
2011,Heart disease,Manipur,13372,187.2
2010,Heart disease,Manipur,13388,191.8
2009,Heart disease,Manipur,13509,196.7
2008,Heart disease,Manipur,13663,201.6
2007,Heart disease,Manipur,13682,205.9
2006,Heart disease,Manipur,14375,220.8
2005,Heart disease,Manipur,14542,227.9
2004,Heart disease,Manipur,14636,233.2
2003,Heart disease,Manipur,15467,249.4
2002,Heart disease,Manipur,15321,250.9
2001,Heart disease,Manipur,15682,259.8
2000,Heart disease,Manipur,16210,272.3
1999,Heart disease,Manipur,16661,282.5
2016,Heart disease,Nagaland,6937,162.8
2015,Heart disease,Nagaland,6813,160.9
2014,Heart disease,Nagaland,6615,157.3
2013,Heart disease,Nagaland,6995,168.9
2012,Heart disease,Nagaland,7005,170.4
2011,Heart disease,Nagaland,6736,166
2010,Heart disease,Nagaland,6880,173.3
2009,Heart disease,Nagaland,6938,176.1
2008,Heart disease,Nagaland,7284,185.5
2007,Heart disease,Nagaland,6880,177.2
2006,Heart disease,Nagaland,7172,187.1
2005,Heart disease,Nagaland,7437,196.6
2004,Heart disease,Nagaland,7299,195
2003,Heart disease,Nagaland,7840,210.9
2002,Heart disease,Nagaland,8181,221.5
2001,Heart disease,Nagaland,8250,225.1
2000,Heart disease,Nagaland,8559,236.1
1999,Heart disease,Nagaland,8699,240.3
2016,Heart disease,Rajasthan,5672,159.2
2015,Heart disease,Rajasthan,5624,158.5
2014,Heart disease,Rajasthan,5479,157.4
2013,Heart disease,Rajasthan,5364,156.1
2012,Heart disease,Rajasthan,5366,158.2
2011,Heart disease,Rajasthan,5327,158.3
2010,Heart disease,Rajasthan,5433,164.9
2009,Heart disease,Rajasthan,5294,163
2008,Heart disease,Rajasthan,5643,175.4
2007,Heart disease,Rajasthan,5749,180.8
2006,Heart disease,Rajasthan,5849,186.3
2005,Heart disease,Rajasthan,5960,192.6
2004,Heart disease,Rajasthan,6048,198.9
2003,Heart disease,Rajasthan,6491,214.7
2002,Heart disease,Rajasthan,6680,223.2
2001,Heart disease,Rajasthan,6716,225.6
2000,Heart disease,Rajasthan,6931,234.2
1999,Heart disease,Rajasthan,6975,237
2016,Heart disease,Sikkim,10519,203
2015,Heart disease,Sikkim,10077,197.8
2014,Heart disease,Sikkim,10013,200.5
2013,Heart disease,Sikkim,9971,203.4
2012,Heart disease,Sikkim,10024,208.2
2011,Heart disease,Sikkim,9905,210
2010,Heart disease,Sikkim,9662,210.1
2009,Heart disease,Sikkim,9728,214.3
2008,Heart disease,Sikkim,10061,225.5
2007,Heart disease,Sikkim,9916,227
2006,Heart disease,Sikkim,10353,241.4
2005,Heart disease,Sikkim,10782,257.3
2004,Heart disease,Sikkim,10465,254.8
2003,Heart disease,Sikkim,11319,279.2
2002,Heart disease,Sikkim,11696,292.2
2001,Heart disease,Sikkim,11808,297.3
2000,Heart disease,Sikkim,11936,303.6
1999,Heart disease,Sikkim,12098,310.9
2016,Heart disease,Tamil Nadu,10943,213.1
2015,Heart disease,Tamil Nadu,10665,212.1
2014,Heart disease,Tamil Nadu,10647,216.3
2013,Heart disease,Tamil Nadu,10346,214.1
2012,Heart disease,Tamil Nadu,10074,213.1
2011,Heart disease,Tamil Nadu,9781,212.4
2010,Heart disease,Tamil Nadu,10282,229.4
2009,Heart disease,Tamil Nadu,10169,229.9
2008,Heart disease,Tamil Nadu,10347,238.5
2007,Heart disease,Tamil Nadu,9947,234.9
2006,Heart disease,Tamil Nadu,10026,241.4
2005,Heart disease,Tamil Nadu,11008,256.9
2004,Heart disease,Tamil Nadu,10852,257.9
2003,Heart disease,Tamil Nadu,11540,277.5
2002,Heart disease,Tamil Nadu,11185,272.4
2001,Heart disease,Tamil Nadu,11474,282.6
2000,Heart disease,Tamil Nadu,11629,288.7
1999,Heart disease,Tamil Nadu,12007,302.3
2016,Heart disease,Uttar Pradesh,2907,149.5
2015,Heart disease,Uttar Pradesh,3009,157.3
2014,Heart disease,Uttar Pradesh,2776,147.9
2013,Heart disease,Uttar Pradesh,2807,152.3
2012,Heart disease,Uttar Pradesh,2623,145.9
2011,Heart disease,Uttar Pradesh,2648,149.5
2010,Heart disease,Uttar Pradesh,2628,151.1
2009,Heart disease,Uttar Pradesh,2674,156.4
2008,Heart disease,Uttar Pradesh,2785,164.6
2007,Heart disease,Uttar Pradesh,2852,173
2006,Heart disease,Uttar Pradesh,2815,174.3
2005,Heart disease,Uttar Pradesh,2941,186.5
2004,Heart disease,Uttar Pradesh,2948,189.9
2003,Heart disease,Uttar Pradesh,3106,203
2002,Heart disease,Uttar Pradesh,3170,210.6
2001,Heart disease,Uttar Pradesh,3272,220.7
2000,Heart disease,Uttar Pradesh,3400,233.9
1999,Heart disease,Uttar Pradesh,3418,238.7
2016,Heart disease,Delhi,11390,164.3
2015,Heart disease,Delhi,11481,169.3
2014,Heart disease,Delhi,11135,167.8
2013,Heart disease,Delhi,11244,172.7
2012,Heart disease,Delhi,11023,174.4
2011,Heart disease,Delhi,10557,171.2
2010,Heart disease,Delhi,10915,182.2
2009,Heart disease,Delhi,11210,190.8
2008,Heart disease,Delhi,11157,195.1
2007,Heart disease,Delhi,11314,203
2006,Heart disease,Delhi,11268,206.6
2005,Heart disease,Delhi,11594,217.9
2004,Heart disease,Delhi,11346,218.5
2003,Heart disease,Delhi,12164,239.8
2002,Heart disease,Delhi,12008,242.4
2001,Heart disease,Delhi,12310,253.8
2000,Heart disease,Delhi,12348,261.3
1999,Heart disease,Delhi,12080,259.2
2016,Heart disease,Maharashtra,11921,134.8
2015,Heart disease,Maharashtra,12130,138.5
2014,Heart disease,Maharashtra,11817,137.1
2013,Heart disease,Maharashtra,12023,141.5
2012,Heart disease,Maharashtra,11602,139.1
2011,Heart disease,Maharashtra,11765,143.8
2010,Heart disease,Maharashtra,12043,150
2009,Heart disease,Maharashtra,12322,156.1
2008,Heart disease,Maharashtra,12776,164.1
2007,Heart disease,Maharashtra,12710,166.4
2006,Heart disease,Maharashtra,12947,171.7
2005,Heart disease,Maharashtra,13280,179
2004,Heart disease,Maharashtra,13824,188.9
2003,Heart disease,Maharashtra,14634,201.5
2002,Heart disease,Maharashtra,14736,205.5
2001,Heart disease,Maharashtra,15144,213.5
2000,Heart disease,Maharashtra,15314,217.9
1999,Heart disease,Maharashtra,15871,228.5
2016,Heart disease,West Bengal,25304,200.6
2015,Heart disease,West Bengal,24794,198.9
2014,Heart disease,West Bengal,24692,200.9
2013,Heart disease,West Bengal,24156,199.8
2012,Heart disease,West Bengal,23520,197.9
2011,Heart disease,West Bengal,23358,200.1
2010,Heart disease,West Bengal,23326,204.3
2009,Heart disease,West Bengal,23099,205.5
2008,Heart disease,West Bengal,24344,220.6
2007,Heart disease,West Bengal,24149,222.5
2006,Heart disease,West Bengal,24255,228.1
2005,Heart disease,West Bengal,25128,241.3
2004,Heart disease,West Bengal,24825,242.7
2003,Heart disease,West Bengal,26010,258
2002,Heart disease,West Bengal,26659,269.6
2001,Heart disease,West Bengal,26896,276.4
2000,Heart disease,West Bengal,27325,285.9
1999,Heart disease,West Bengal,27693,292.9
2016,Heart disease,Chandigarh,18266,155.8
2015,Heart disease,Chandigarh,18474,162.4
2014,Heart disease,Chandigarh,17592,158.7
2013,Heart disease,Chandigarh,17830,165.3
2012,Heart disease,Chandigarh,17348,166.1
2011,Heart disease,Chandigarh,17003,167.9
2010,Heart disease,Chandigarh,17154,174.9
2009,Heart disease,Chandigarh,17203,179.7
2008,Heart disease,Chandigarh,17335,186.4
2007,Heart disease,Chandigarh,17395,193
2006,Heart disease,Chandigarh,17271,197.6
